longitude,latitude,NDVI,NDBI,BSI,NDWI,LST,vegetation_fraction,heat_stress,vegetation_deficit,bare_soil_score,built_up_score,low_moisture_score,priority_score,priority_class,recommendation
85.80137163704254,20.24950872427281,0.16931394,0.22177242,0.21049404,-0.27440146,38.32387169000003,0.0,1.0,1.0,0.7439026323277507,0.7078982305552733,0.38102354863313503,87.04775727680034,Very High,Very high priority for tree planting or vegetation intervention
85.8010123109289,20.24968838732964,0.34365535,0.18464051,0.16471295,-0.3504736,38.19227792000001,0.0,0.9377526273241599,1.0,0.6599130073128675,0.6512925761470767,0.49690809696014526,84.51328066049003,Very High,Very high priority for tree planting or vegetation intervention
85.80137163704254,20.249598555801224,0.2760807,0.10182559,0.12760824,-0.33655298,38.28285545000003,0.0,0.9805982215036355,1.0,0.5918410003076612,0.5250455626925453,0.4757021106275412,83.30303838292485,Very High,Very high priority for tree planting or vegetation intervention
85.80155130009936,20.24950872427281,0.10536277,0.2604474,0.2538078,-0.23163444,37.96839761000001,0.0,0.8318512530315164,1.0,0.8233657132719712,0.7668562144597887,0.3158743784376836,83.13332921899979,Very High,Very high priority for tree planting or vegetation intervention
85.80092247940048,20.24968838732964,0.1164006,0.20257099,0.19529663,-0.18593897,38.19227792000001,0.0,0.9377526273241599,1.0,0.7160215843427106,0.6786266549556562,0.24626415186143058,83.12181065303632,Very High,Very high priority for tree planting or vegetation intervention
85.80155130009936,20.249329061215988,0.114587724,0.33079466,0.25038353,-0.12505335,37.96839761000001,0.0,0.8318512530315164,1.0,0.817083574658633,0.8740969324331856,0.15351399952826406,82.48790053043949,Very High,Very high priority for tree planting or vegetation intervention
85.80146146857095,20.24950872427281,0.13932654,0.19122806,0.22037421,-0.31385824,37.96839761000001,0.0,0.8318512530315164,1.0,0.7620287139344424,0.6613349515243927,0.44113006238098296,82.41061843901589,Very High,Very high priority for tree planting or vegetation intervention
85.80119197398571,20.24950872427281,0.14581674,0.11598361,0.131548,-0.21452701,38.32387169000003,0.0,1.0,1.0,0.5990688527910475,0.5466287235701931,0.28981376283536264,82.35045765592126,Very High,Very high priority for tree planting or vegetation intervention
85.80128180551412,20.24950872427281,0.14581674,0.11598361,0.131548,-0.21452701,38.32387169000003,0.0,1.0,1.0,0.5990688527910475,0.5466287235701931,0.28981376283536264,82.35045765592126,Very High,Very high priority for tree planting or vegetation intervention
85.80137163704254,20.2494188927444,0.116438374,0.10027597,0.13120872,-0.22902924,38.32387169000003,0.0,1.0,1.0,0.5984464123909817,0.5226832480638599,0.31190574517323855,82.3225861182357,Very High,Very high priority for tree planting or vegetation intervention
85.80155130009936,20.2494188927444,0.1541298,0.2522695,0.21725087,-0.2445328,37.96839761000001,0.0,0.8318512530315164,1.0,0.7562986591149965,0.7543894336993917,0.3355231042755419,82.19914285741979,Very High,Very high priority for tree planting or vegetation intervention
85.8010123109289,20.249329061215988,0.11334624,0.22883172,0.19534238,-0.117669925,38.16664277000004,0.0,0.9256265157639472,1.0,0.7161055169302579,0.7186597641301361,0.1422664538271523,82.11964040644516,Very High,Very high priority for tree planting or vegetation intervention
85.80128180551412,20.249059566630752,0.09002828,0.22636102,0.18198262,-0.09267506,38.20595000000003,0.0,0.944219886822957,1.0,0.6915958070764987,0.7148933112235569,0.10419050853338796,81.89137190840565,Very High,Very high priority for tree planting or vegetation intervention
85.80119197398571,20.249329061215988,0.073403254,0.16157855,0.14691226,-0.10140204,38.32387169000003,0.0,1.0,1.0,0.6272560024642242,0.6161358245085089,0.11748475969496752,81.74504587899813,Very High,Very high priority for tree planting or vegetation intervention
85.80128180551412,20.249329061215988,0.073403254,0.16157855,0.14691226,-0.10140204,38.32387169000003,0.0,1.0,1.0,0.6272560024642242,0.6161358245085089,0.11748475969496752,81.74504587899813,Very High,Very high priority for tree planting or vegetation intervention
85.8010123109289,20.249598555801224,0.21396054,0.13904434,0.13019788,-0.2642225,38.19227792000001,0.0,0.9377526273241599,1.0,0.5965919333353269,0.5817836001381027,0.36551742271057397,81.55446804824147,Very High,Very high priority for tree planting or vegetation intervention
85.80092247940048,20.249778218858047,0.14508928,0.17124392,0.15072049,-0.18853171,38.19227792000001,0.0,0.9377526273241599,1.0,0.6342425510516524,0.6308701754736855,0.2502138041760542,81.45705688199698,Very High,Very high priority for tree planting or vegetation intervention
85.80137163704254,20.249329061215988,0.09149942,0.12803583,0.12749174,-0.14489165,38.32387169000003,0.0,1.0,1.0,0.5916272703306283,0.5650017025031797,0.18373468787850267,81.36177295877623,Very High,Very high priority for tree planting or vegetation intervention
85.80164113162778,20.2494188927444,0.11943957,0.24247456,0.21073996,-0.20694864,37.96839761000001,0.0,0.8318512530315164,1.0,0.744353795211458,0.7394575600470797,0.2782692475304829,81.29811259489298,Very High,Very high priority for tree planting or vegetation intervention
85.80164113162778,20.249329061215988,0.1132686,0.2573759,0.21577288,-0.17987803,37.96839761000001,0.0,0.8318512530315164,1.0,0.7535871503703216,0.7621738733813261,0.2370312146213699,81.25139572652729,Very High,Very high priority for tree planting or vegetation intervention
85.80137163704254,20.249059566630752,0.041036703,0.21727835,0.16996667,-0.07685434,38.20595000000003,0.0,0.944219886822957,1.0,0.6695514404024508,0.7010472559270831,0.08009000352053963,81.18124080520171,Very High,Very high priority for tree planting or vegetation intervention
85.8010123109289,20.249778218858047,0.34963462,0.094133176,0.08417957,-0.35153392,38.19227792000001,0.0,0.9377526273241599,1.0,0.5121671063878112,0.5133188799431587,0.49852333618283695,80.93350757680192,Very High,Very high priority for tree planting or vegetation intervention
85.80092247940048,20.249598555801224,0.17049646,0.123805486,0.13480663,-0.20926143,38.19227792000001,0.0,0.9377526273241599,1.0,0.605047109572663,0.5585527643663645,0.28179243781440566,80.61173748512243,Very High,Very high priority for tree planting or vegetation intervention
85.80137163704254,20.249149398159165,0.13151601,0.1776156,0.15209211,-0.10354476,38.20595000000003,0.0,0.944219886822957,1.0,0.63675891423704,0.6405834683282577,0.12074887372398335,80.49130373876672,Very High,Very high priority for tree planting or vegetation intervention
85.80110214245731,20.249329061215988,0.109699,0.17029254,0.15006264,-0.13203683,38.16664277000004,0.0,0.9256265157639472,1.0,0.6330356646534465,0.6294198464307984,0.16415228873047005,80.2000517943328,Very High,Very high priority for tree planting or vegetation intervention
85.80155130009936,20.249059566630752,0.113924064,0.29768556,0.23047082,-0.12772319,37.86072998000003,0.0,0.7809215844785746,1.0,0.7805518746503955,0.8236238414350003,0.15758110218247334,79.9479750902879,High,High priority for tree planting or additional vegetation
85.8010123109289,20.24923922968757,0.171738,0.23911588,0.19423814,-0.10667315,38.01624989000001,0.0,0.8544866612772728,1.0,0.7140796869745614,0.7343374280811313,0.12551450884533966,79.9443145122013,High,High priority for tree planting or additional vegetation
85.80128180551412,20.249149398159165,0.1657083,0.17007813,0.1479777,-0.081474304,38.20595000000003,0.0,0.944219886822957,1.0,0.6292106502473123,0.6290929896016813,0.0871278289508095,79.9269645439233,High,High priority for tree planting or additional vegetation
85.80119197398571,20.249059566630752,0.09722226,0.15053761,0.13568833,-0.122956656,38.20595000000003,0.0,0.944219886822957,1.0,0.606664669407425,0.5993044890350135,0.15031999923893402,79.92281152853955,High,High priority for tree planting or additional vegetation
85.80119197398571,20.2494188927444,0.08151897,0.045576416,0.10214912,-0.16118509,38.32387169000003,0.0,1.0,1.0,0.5451339004546669,0.43929663934897056,0.20855531123803006,79.65552801269,High,High priority for tree planting or additional vegetation
85.80128180551412,20.2494188927444,0.08151897,0.045576416,0.10214912,-0.16118509,38.32387169000003,0.0,1.0,1.0,0.5451339004546669,0.43929663934897056,0.20855531123803006,79.65552801269,High,High priority for tree planting or additional vegetation
85.80092247940048,20.249329061215988,0.09170581,0.13599208,0.14547957,-0.13430893,38.16664277000004,0.0,0.9256265157639472,1.0,0.6246276007406616,0.5771305894331872,0.16761349387408497,79.58565031710104,High,High priority for tree planting or additional vegetation
85.80110214245731,20.24968838732964,0.5253968,-0.035932466,0.019072002,-0.5035202,38.19227792000001,0.0,0.9377526273241599,1.0,0.3927212779474878,0.31504061250600784,0.7300517434249955,79.47432154824713,High,High priority for tree planting or additional vegetation
85.80056315328683,20.24968838732964,0.09812568,0.254305,0.19699153,-0.14307572,37.918836320000025,0.0,0.8084074373484188,1.0,0.7191310344549235,0.7574924469714773,0.18096838962734962,79.42379700326468,High,High priority for tree planting or additional vegetation
85.80110214245731,20.250047713443283,0.13819692,0.15962341,0.17339057,-0.22658996,37.97523365000001,0.0,0.8350848827809083,1.0,0.6758329002167205,0.6131553158527558,0.3081898662582624,79.40349180778823,High,High priority for tree planting or additional vegetation
85.80092247940048,20.24995788191487,0.17071865,0.17893946,0.16057312,-0.22607721,37.97523365000001,0.0,0.8350848827809083,1.0,0.6523181079925289,0.6426016236465496,0.30740876818274265,79.33742202160809,High,High priority for tree planting or additional vegetation
85.80065298481524,20.2494188927444,0.1667708,0.21611412,0.1997165,-0.22894737,37.853893940000034,0.0,0.7776879547291828,1.0,0.724130242828442,0.6992724481934746,0.3117810284507757,79.30312705074462,High,High priority for tree planting or additional vegetation
85.80065298481524,20.24968838732964,0.14633246,0.23549658,0.1971303,-0.15313308,37.918836320000025,0.0,0.8084074373484188,1.0,0.7193856207975229,0.7288199945583315,0.19628927610381974,79.29410013903691,High,High priority for tree planting or additional vegetation
85.80128180551412,20.24887990357393,0.1353856,0.23845471,0.19492269,-0.20477694,37.86072998000003,0.0,0.7809215844785746,1.0,0.7153355569812375,0.7333295090022295,0.27496098679794967,79.24058584707758,High,High priority for tree planting or additional vegetation
85.80155130009936,20.249149398159165,0.09775869,0.31015885,0.2222439,-0.0822755,37.86072998000003,0.0,0.7809215844785746,1.0,0.7654588323958874,0.8426387195566271,0.08834833144464516,79.21940053030826,High,High priority for tree planting or additional vegetation
85.80092247940048,20.24950872427281,0.19254343,0.06243727,0.10379945,-0.25808188,38.16664277000004,0.0,0.9256265157639472,1.0,0.5481615827979841,0.46500012927316403,0.3561631048861009,79.20285155648082,High,High priority for tree planting or additional vegetation
85.80092247940048,20.24986805038646,0.18715158,0.1690821,0.15481481,-0.23433621,37.97523365000001,0.0,0.8350848827809083,1.0,0.6417539580865425,0.6275745939694557,0.31999012167999896,79.15450301121993,High,High priority for tree planting or additional vegetation
85.80065298481524,20.249598555801224,0.19042803,0.21054985,0.17369765,-0.20834757,37.918836320000025,0.0,0.8084074373484188,1.0,0.6763962667518897,0.6907900096479245,0.28040030853640574,79.1100703035742,High,High priority for tree planting or additional vegetation
85.80155130009936,20.24923922968757,0.10034603,0.3252501,0.21578638,-0.064562395,37.86072998000003,0.0,0.7809215844785746,1.0,0.7536119173633683,0.8656445407515965,0.061365060402264526,79.00192230634636,High,High priority for tree planting or additional vegetation
85.80119197398571,20.24923922968757,0.1724797,0.12325829,0.11121238,-0.118505016,38.20595000000003,0.0,0.944219886822957,1.0,0.5617612854473002,0.5577185926884317,0.14353859029323512,78.7655877162149,High,High priority for tree planting or additional vegetation
85.80119197398571,20.249149398159165,0.14392523,0.1244635,0.11220383,-0.113233306,38.20595000000003,0.0,0.944219886822957,1.0,0.5635801917625716,0.5595558722883581,0.1355079271324383,78.73093747533527,High,High priority for tree planting or additional vegetation
85.80074281634366,20.2494188927444,0.08905452,0.26268262,0.20095044,-0.1330612,37.853893940000034,0.0,0.7776879547291828,1.0,0.7263940193765946,0.7702636904244317,0.1657127634952097,78.58631347172081,High,High priority for tree planting or additional vegetation
85.80056315328683,20.249329061215988,0.19035847,0.20149252,0.18385145,-0.21475875,37.853893940000034,0.0,0.7776879547291828,1.0,0.6950243477887571,0.6769825838559038,0.29016678412843133,78.4274975385502,High,High priority for tree planting or additional vegetation
85.80056315328683,20.249598555801224,0.15115112,0.22174598,0.16698432,-0.16161616,37.918836320000025,0.0,0.8084074373484188,1.0,0.6640800447200165,0.7078579241583616,0.20921198202772162,78.38412285311365,High,High priority for tree planting or additional vegetation
85.80110214245731,20.250407039556933,0.074405655,0.25513697,0.24992947,-0.20124266,37.67615690000002,0.0,0.6936135812449377,1.0,0.8162505597799077,0.7587607417157549,0.2695770388577289,78.33554363978158,High,High priority for tree planting or additional vegetation
85.80074281634366,20.24968838732964,0.121030554,0.20433767,0.17282772,-0.16391914,37.918836320000025,0.0,0.8084074373484188,1.0,0.6748003000658803,0.681319866199836,0.21272022824119918,78.31462856585112,High,High priority for tree planting or additional vegetation
85.80137163704254,20.24923922968757,0.12009608,0.09537668,0.10701547,-0.11875248,38.20595000000003,0.0,0.944219886822957,1.0,0.5540616676111758,0.515214536742909,0.1439155647528363,78.2288226338138,High,High priority for tree planting or additional vegetation
85.80065298481524,20.249778218858047,0.16157208,0.18481848,0.16151945,-0.19778319,37.918836320000025,0.0,0.8084074373484188,1.0,0.6540542375132619,0.6515638821023865,0.2643070527839725,78.22174603201508,High,High priority for tree planting or additional vegetation
85.80137163704254,20.24887990357393,0.16864605,0.22151902,0.17381561,-0.19293384,37.86072998000003,0.0,0.7809215844785746,1.0,0.6766126752333556,0.7075119355107405,0.2569197920282007,78.22115493824697,High,High priority for tree planting or additional vegetation
85.80119197398571,20.24887990357393,0.1450285,0.21340002,0.1780276,-0.19261216,37.86072998000003,0.0,0.7809215844785746,1.0,0.6843399587180091,0.6951349447192582,0.2564297605724557,78.2083939680445,High,High priority for tree planting or additional vegetation
85.80128180551412,20.24923922968757,0.16167668,0.109777585,0.09871622,-0.11199297,38.20595000000003,0.0,0.944219886822957,1.0,0.5388359293116997,0.5371679630976338,0.13361846040869774,78.11699977942752,High,High priority for tree planting or additional vegetation
85.80092247940048,20.250047713443283,0.14278655,0.14428414,0.14015824,-0.20594369,37.97523365000001,0.0,0.8350848827809083,1.0,0.6148651308807161,0.5897714011418235,0.27673835623649234,77.94062102042113,High,High priority for tree planting or additional vegetation
85.80074281634366,20.249778218858047,0.12686354,0.17145813,0.16286473,-0.18978317,37.918836320000025,0.0,0.8084074373484188,1.0,0.6565222775433271,0.6311967274132646,0.2521202166530704,77.93322672426581,High,High priority for tree planting or additional vegetation
85.80146146857095,20.2494188927444,0.14513981,0.053280476,0.12782167,-0.3222632,37.96839761000001,0.0,0.8318512530315164,1.0,0.5922325572947693,0.45104107581614966,0.453933764147577,77.88877435000431,High,High priority for tree planting or additional vegetation
85.80146146857095,20.249059566630752,0.079601966,0.26664415,0.1943674,-0.08391605,37.86072998000003,0.0,0.7809215844785746,1.0,0.7143168263465034,0.7763028356800274,0.09084746444863145,77.81390293084137,High,High priority for tree planting or additional vegetation
85.80065298481524,20.249329061215988,0.12303207,0.20149252,0.18158635,-0.17798166,37.853893940000034,0.0,0.7776879547291828,1.0,0.6908688132739342,0.6769825838559038,0.23414237803926652,77.80492045993621,High,High priority for tree planting or additional vegetation
85.80110214245731,20.250137544971697,0.1029149,0.17636609,0.18861721,-0.17564997,37.86756602,0.0,0.7841552142279531,1.0,0.7037675733281867,0.638678655695684,0.23059039642696255,77.77386054798787,High,High priority for tree planting or additional vegetation
85.80065298481524,20.24950872427281,0.19288026,0.1900681,0.1670109,-0.212899,37.853893940000034,0.0,0.7776879547291828,1.0,0.6641288081774374,0.6595666531824187,0.28733373264925444,77.76157462285379,High,High priority for tree planting or additional vegetation
85.80110214245731,20.25031720802852,0.120460056,0.16527618,0.16743782,-0.2201714,37.86756602,0.0,0.7841552142279531,1.0,0.6649120322271782,0.6217726680188314,0.2984121483380118,77.70018507381471,High,High priority for tree planting or additional vegetation
85.8010123109289,20.249149398159165,0.13995582,0.17796883,0.15453805,-0.08991134,38.01624989000001,0.0,0.8544866612772728,1.0,0.6412462163831641,0.6411219489856386,0.0999803937147129,77.66431651106916,High,High priority for tree planting or additional vegetation
85.8010123109289,20.249059566630752,0.07375453,0.15745793,0.15347591,-0.111815564,38.01624989000001,0.0,0.8544866612772728,1.0,0.6392976227539319,0.6098541548699823,0.1333482088529968,77.65608781685694,High,High priority for tree planting or additional vegetation
85.8010123109289,20.24995788191487,0.20965753,0.12337082,0.11607142,-0.2512742,37.97523365000001,0.0,0.8350848827809083,1.0,0.5706756417357223,0.5578901387869372,0.3457926207383588,77.64950870471603,High,High priority for tree planting or additional vegetation
