longitude,latitude,NDVI,NDBI,BSI,NDWI,LST,vegetation_fraction,heat_stress,vegetation_deficit,bare_soil_score,built_up_score,low_moisture_score,priority_score,priority_class,recommendation,planting_rank
85.80137163704254,20.24950872427281,0.16931394,0.22177242,0.21049404,-0.27440146,38.32387169000003,0.0,1.0,1.0,0.7439026323277507,0.7078982305552733,0.38102354863313503,87.04775727680034,Very High,Very high priority for tree planting or vegetation intervention,1
85.8010123109289,20.24968838732964,0.34365535,0.18464051,0.16471295,-0.3504736,38.19227792000001,0.0,0.9377526273241599,1.0,0.6599130073128675,0.6512925761470767,0.49690809696014526,84.51328066049003,Very High,Very high priority for tree planting or vegetation intervention,2
85.80137163704254,20.249598555801224,0.2760807,0.10182559,0.12760824,-0.33655298,38.28285545000003,0.0,0.9805982215036355,1.0,0.5918410003076612,0.5250455626925453,0.4757021106275412,83.30303838292485,Very High,Very high priority for tree planting or vegetation intervention,3
85.80155130009936,20.24950872427281,0.10536277,0.2604474,0.2538078,-0.23163444,37.96839761000001,0.0,0.8318512530315164,1.0,0.8233657132719712,0.7668562144597887,0.3158743784376836,83.13332921899979,Very High,Very high priority for tree planting or vegetation intervention,4
85.80092247940048,20.24968838732964,0.1164006,0.20257099,0.19529663,-0.18593897,38.19227792000001,0.0,0.9377526273241599,1.0,0.7160215843427106,0.6786266549556562,0.24626415186143058,83.12181065303632,Very High,Very high priority for tree planting or vegetation intervention,5
85.80155130009936,20.249329061215988,0.114587724,0.33079466,0.25038353,-0.12505335,37.96839761000001,0.0,0.8318512530315164,1.0,0.817083574658633,0.8740969324331856,0.15351399952826406,82.48790053043949,Very High,Very high priority for tree planting or vegetation intervention,6
85.80146146857095,20.24950872427281,0.13932654,0.19122806,0.22037421,-0.31385824,37.96839761000001,0.0,0.8318512530315164,1.0,0.7620287139344424,0.6613349515243927,0.44113006238098296,82.41061843901589,Very High,Very high priority for tree planting or vegetation intervention,7
85.80119197398571,20.24950872427281,0.14581674,0.11598361,0.131548,-0.21452701,38.32387169000003,0.0,1.0,1.0,0.5990688527910475,0.5466287235701931,0.28981376283536264,82.35045765592126,Very High,Very high priority for tree planting or vegetation intervention,8
85.80128180551412,20.24950872427281,0.14581674,0.11598361,0.131548,-0.21452701,38.32387169000003,0.0,1.0,1.0,0.5990688527910475,0.5466287235701931,0.28981376283536264,82.35045765592126,Very High,Very high priority for tree planting or vegetation intervention,9
85.80137163704254,20.2494188927444,0.116438374,0.10027597,0.13120872,-0.22902924,38.32387169000003,0.0,1.0,1.0,0.5984464123909817,0.5226832480638599,0.31190574517323855,82.3225861182357,Very High,Very high priority for tree planting or vegetation intervention,10
85.80155130009936,20.2494188927444,0.1541298,0.2522695,0.21725087,-0.2445328,37.96839761000001,0.0,0.8318512530315164,1.0,0.7562986591149965,0.7543894336993917,0.3355231042755419,82.19914285741979,Very High,Very high priority for tree planting or vegetation intervention,11
85.8010123109289,20.249329061215988,0.11334624,0.22883172,0.19534238,-0.117669925,38.16664277000004,0.0,0.9256265157639472,1.0,0.7161055169302579,0.7186597641301361,0.1422664538271523,82.11964040644516,Very High,Very high priority for tree planting or vegetation intervention,12
85.80128180551412,20.249059566630752,0.09002828,0.22636102,0.18198262,-0.09267506,38.20595000000003,0.0,0.944219886822957,1.0,0.6915958070764987,0.7148933112235569,0.10419050853338796,81.89137190840565,Very High,Very high priority for tree planting or vegetation intervention,13
85.80119197398571,20.249329061215988,0.073403254,0.16157855,0.14691226,-0.10140204,38.32387169000003,0.0,1.0,1.0,0.6272560024642242,0.6161358245085089,0.11748475969496752,81.74504587899813,Very High,Very high priority for tree planting or vegetation intervention,14
85.80128180551412,20.249329061215988,0.073403254,0.16157855,0.14691226,-0.10140204,38.32387169000003,0.0,1.0,1.0,0.6272560024642242,0.6161358245085089,0.11748475969496752,81.74504587899813,Very High,Very high priority for tree planting or vegetation intervention,15
85.8010123109289,20.249598555801224,0.21396054,0.13904434,0.13019788,-0.2642225,38.19227792000001,0.0,0.9377526273241599,1.0,0.5965919333353269,0.5817836001381027,0.36551742271057397,81.55446804824147,Very High,Very high priority for tree planting or vegetation intervention,16
85.80092247940048,20.249778218858047,0.14508928,0.17124392,0.15072049,-0.18853171,38.19227792000001,0.0,0.9377526273241599,1.0,0.6342425510516524,0.6308701754736855,0.2502138041760542,81.45705688199698,Very High,Very high priority for tree planting or vegetation intervention,17
85.80137163704254,20.249329061215988,0.09149942,0.12803583,0.12749174,-0.14489165,38.32387169000003,0.0,1.0,1.0,0.5916272703306283,0.5650017025031797,0.18373468787850267,81.36177295877623,Very High,Very high priority for tree planting or vegetation intervention,18
85.80164113162778,20.2494188927444,0.11943957,0.24247456,0.21073996,-0.20694864,37.96839761000001,0.0,0.8318512530315164,1.0,0.744353795211458,0.7394575600470797,0.2782692475304829,81.29811259489298,Very High,Very high priority for tree planting or vegetation intervention,19
85.80164113162778,20.249329061215988,0.1132686,0.2573759,0.21577288,-0.17987803,37.96839761000001,0.0,0.8318512530315164,1.0,0.7535871503703216,0.7621738733813261,0.2370312146213699,81.25139572652729,Very High,Very high priority for tree planting or vegetation intervention,20
