sector_id,area_m2,LST,NDVI,vegetation_cover_pct,vulnerability_index,vulnerability_class,population_density_per_km2,population_density_class,dist_hospital_km,outdoor_exposure,HHSI_season_mean,HHSI_season_max,danger_days
SEC-I49,900.0,38.1,0.42,29.0,0.41,Moderate,5635.4,Medium,0.34,High,36.02575342465754,47.91,10
SEC-I50,900.0,38.2,0.42,29.0,0.403,Moderate,5635.4,Medium,0.31,High,35.95835616438356,47.82,9
SEC-I51,900.0,38.2,0.42,29.0,0.395,Moderate,5635.4,Medium,0.29,High,35.88164383561644,47.72,8
SEC-I52,900.0,37.8,0.36,21.3,0.391,Moderate,5635.4,Medium,0.27,High,35.843835616438355,47.66,8
SEC-I53,900.0,37.6,0.4,26.3,0.617,Moderate,20563.9,High,0.25,Medium,38.01849315068493,50.56,25
SEC-I54,900.0,37.3,0.31,15.8,0.617,Moderate,20563.9,High,0.23,High,38.01849315068493,50.56,25
SEC-I55,900.0,37.4,0.26,11.1,0.615,Moderate,20563.9,High,0.21,High,37.99972602739726,50.53,25
SEC-I56,900.0,37.3,0.26,11.1,0.482,Moderate,11053.8,Medium,0.2,High,36.71904109589041,48.83,17
SEC-I57,900.0,37.5,0.28,12.9,0.501,Moderate,11053.8,Medium,0.19,High,36.90164383561644,49.07,17
SEC-I58,900.0,37.8,0.25,10.3,0.526,Moderate,11053.8,Medium,0.18,High,37.14260273972602,49.39,18
SEC-I59,900.0,38.5,0.26,11.1,0.557,Moderate,11053.8,Medium,0.18,High,37.441095890410956,49.79,20
SEC-I60,900.0,39.1,0.32,16.8,0.535,Moderate,8253.1,Medium,0.19,High,37.22876712328767,49.51,19
SEC-I61,900.0,39.4,0.32,16.8,0.508,Moderate,8253.1,Medium,0.19,High,36.96890410958904,49.16,17
SEC-I62,900.0,39.3,0.19,5.9,0.483,Moderate,8253.1,Medium,0.2,High,36.72904109589041,48.84,17
SEC-I63,900.0,39.0,0.2,6.6,0.456,Moderate,7840.9,Medium,0.22,High,36.46876712328767,48.5,16
SEC-I64,900.0,38.8,0.36,21.3,0.439,Moderate,7840.9,Medium,0.23,High,36.3054794520548,48.28,15
SEC-I65,900.0,38.5,0.52,44.4,0.424,Moderate,7840.9,Medium,0.25,Medium,36.161369863013704,48.09,12
SEC-I66,900.0,38.2,0.48,37.9,0.417,Moderate,7840.9,Medium,0.27,Medium,36.093972602739726,48.0,12
SEC-I67,900.0,37.9,0.46,34.8,0.376,Moderate,5181.5,Medium,0.28,Medium,35.698493150684925,47.47,7
SEC-I68,900.0,37.8,0.47,36.3,0.375,Moderate,5181.5,Medium,0.29,Medium,35.68931506849315,47.46,6
SEC-I69,900.0,37.9,0.5,41.1,0.374,Moderate,5181.5,Medium,0.29,Medium,35.67972602739726,47.45,6
SEC-I70,900.0,35.0,0.2,6.6,0.373,Moderate,5181.5,Medium,0.3,Low,35.66986301369863,47.43,6
SEC-J01,900.0,37.8,0.27,12.0,0.254,Low,912.7,Low,1.73,High,34.52479452054794,45.91,0
SEC-J02,900.0,37.8,0.29,13.8,0.264,Low,1179.7,Low,1.7,High,34.62109589041096,46.04,1
SEC-J03,900.0,37.6,0.28,12.9,0.27,Low,1179.7,Low,1.67,High,34.67917808219178,46.12,1
SEC-J04,900.0,37.6,0.29,13.8,0.277,Low,1179.7,Low,1.64,High,34.74630136986301,46.21,1
SEC-J05,900.0,37.6,0.31,15.8,0.285,Low,1179.7,Low,1.61,High,34.82273972602739,46.31,1
SEC-J06,900.0,37.6,0.28,12.9,0.293,Low,1194.1,Low,1.58,High,34.90041095890411,46.41,1
SEC-J07,900.0,37.4,0.3,14.8,0.302,Low,1194.1,Low,1.55,High,34.986575342465756,46.52,1
SEC-J08,900.0,37.2,0.3,14.8,0.312,Low,1194.1,Low,1.52,Medium,35.08301369863014,46.65,1
SEC-J09,900.0,37.2,0.28,12.9,0.317,Low,861.6,Low,1.49,High,35.131232876712325,46.72,1
SEC-J10,900.0,37.7,0.28,12.9,0.328,Low,861.6,Low,1.46,High,35.23739726027397,46.86,1
SEC-J11,900.0,37.9,0.29,13.8,0.34,Moderate,861.6,Low,1.44,High,35.352602739726024,47.01,1
SEC-J12,900.0,38.0,0.26,11.1,0.352,Moderate,861.6,Low,1.41,High,35.46794520547945,47.16,3
SEC-J13,900.0,38.1,0.28,12.9,0.37,Moderate,1229.6,Low,1.38,High,35.64095890410959,47.4,6
SEC-J14,900.0,38.2,0.38,23.7,0.381,Moderate,1229.6,Low,1.35,High,35.74712328767123,47.54,7
SEC-J15,900.0,38.3,0.38,23.7,0.392,Moderate,1229.6,Low,1.32,High,35.853013698630136,47.68,8
SEC-J16,900.0,38.3,0.28,12.9,0.395,Moderate,845.1,Low,1.29,High,35.88164383561644,47.72,8
SEC-J17,900.0,37.9,0.28,12.9,0.402,Moderate,882.0,Low,1.26,High,35.949315068493156,47.8,9
SEC-J18,900.0,37.6,0.42,29.0,0.404,Moderate,882.0,Low,1.23,Medium,35.96821917808219,47.83,9
SEC-J19,900.0,37.5,0.42,29.0,0.402,Moderate,882.0,Low,1.2,Medium,35.949315068493156,47.8,9
SEC-J20,900.0,37.5,0.44,31.8,0.387,Moderate,344.6,Low,1.17,Medium,35.804794520547944,47.61,8
SEC-J21,900.0,37.6,0.38,23.7,0.377,Moderate,344.6,Low,1.14,Medium,35.70835616438356,47.48,7
SEC-J22,900.0,37.6,0.41,27.6,0.364,Moderate,344.6,Low,1.11,Medium,35.58410958904109,47.32,5
SEC-J23,900.0,37.6,0.45,33.3,0.483,Moderate,9167.4,Medium,1.08,Medium,36.72904109589041,48.84,17
SEC-J24,900.0,37.5,0.4,26.3,0.406,Moderate,5116.1,Medium,1.05,Medium,35.987671232876714,47.86,9
SEC-J25,900.0,37.6,0.45,33.3,0.391,Moderate,5116.1,Medium,1.02,Medium,35.843835616438355,47.66,8
SEC-J26,900.0,37.7,0.49,39.5,0.376,Moderate,5116.1,Medium,0.99,Medium,35.698493150684925,47.47,7
SEC-J27,900.0,37.7,0.48,37.9,0.29,Low,386.8,Low,0.96,Medium,34.8713698630137,46.37,1
SEC-J28,900.0,38.0,0.35,20.1,0.322,Low,3417.9,Low,0.94,High,35.17917808219178,46.78,1
SEC-J29,900.0,37.8,0.46,34.8,0.308,Low,3417.9,Low,0.91,Medium,35.04438356164384,46.6,1
SEC-J30,900.0,37.5,0.41,27.6,0.244,Low,111.2,Low,0.88,Medium,34.428082191780824,45.78,0
SEC-J31,900.0,37.3,0.46,34.8,0.245,Low,1057.3,Low,0.85,Medium,34.43808219178082,45.8,0
SEC-J32,900.0,37.0,0.52,44.4,0.232,Low,1057.3,Low,0.82,Low,34.31301369863014,45.63,0
SEC-J33,900.0,36.8,0.54,47.9,0.222,Low,1057.3,Low,0.79,Low,34.216849315068494,45.5,0
SEC-J34,900.0,36.6,0.59,57.2,0.211,Low,132.6,Low,0.76,Low,34.11041095890411,45.36,0
SEC-J35,900.0,36.6,0.49,39.5,0.285,Low,4765.8,Medium,0.73,Low,34.82273972602739,46.31,1
SEC-J36,900.0,36.8,0.31,15.8,0.289,Low,4765.8,Medium,0.7,Medium,34.86191780821918,46.36,1
SEC-J37,900.0,36.6,0.29,13.8,0.32,Low,6475.0,Medium,0.68,Medium,35.16,46.76,1
SEC-J38,900.0,36.3,0.4,26.3,0.237,Low,621.9,Low,0.65,Low,34.36150684931507,45.69,0
SEC-J39,900.0,35.5,0.61,61.2,0.244,Low,621.9,Low,0.62,Low,34.428082191780824,45.78,0
SEC-J40,900.0,35.1,0.66,71.6,0.252,Low,621.9,Low,0.59,Low,34.50534246575342,45.89,0
SEC-J41,900.0,35.0,0.75,92.5,0.302,Low,3324.6,Low,0.56,Low,34.986575342465756,46.52,1
SEC-J42,900.0,35.1,0.78,100.0,0.269,Low,404.1,Low,0.54,Low,34.66958904109589,46.1,1
SEC-J43,900.0,35.3,0.74,90.0,0.278,Low,404.1,Low,0.51,Low,34.755616438356164,46.22,1
SEC-J44,900.0,35.8,0.55,49.7,0.321,Low,2863.8,Low,0.48,Low,35.16958904109589,46.77,1
SEC-J45,900.0,36.8,0.45,33.3,0.328,Low,2863.8,Low,0.46,Low,35.23739726027397,46.86,1
SEC-J46,900.0,37.2,0.34,19.0,0.499,Moderate,13872.4,High,0.43,Medium,36.882602739726025,49.05,17
SEC-J47,900.0,37.5,0.25,10.3,0.503,Moderate,13872.4,High,0.41,High,36.92095890410959,49.1,17
SEC-J48,900.0,37.8,0.26,11.1,0.555,Moderate,17258.4,High,0.38,High,37.42178082191781,49.76,20
SEC-J49,900.0,38.0,0.33,17.9,0.379,Moderate,5635.4,Medium,0.36,High,35.72780821917809,47.51,7
SEC-J50,900.0,38.2,0.33,17.9,0.376,Moderate,5635.4,Medium,0.33,High,35.698493150684925,47.47,7
SEC-J51,900.0,38.2,0.46,34.8,0.372,Moderate,5635.4,Medium,0.31,Medium,35.660821917808214,47.42,6
SEC-J52,900.0,37.8,0.36,21.3,0.474,Moderate,11771.1,Medium,0.29,High,36.64205479452055,48.73,17
SEC-J53,900.0,37.6,0.39,25.0,0.612,Moderate,20563.9,High,0.27,Medium,37.97054794520548,50.49,25
SEC-J54,900.0,37.4,0.36,21.3,0.611,Moderate,20563.9,High,0.25,Medium,37.96068493150685,50.48,25
SEC-J55,900.0,37.4,0.33,17.9,0.509,Moderate,13626.3,High,0.24,High,36.97876712328767,49.17,17
SEC-J56,900.0,37.3,0.29,13.8,0.525,Moderate,13626.3,High,0.23,High,37.132602739726025,49.38,18
SEC-J57,900.0,37.5,0.3,14.8,0.505,Moderate,11053.8,Medium,0.22,High,36.939863013698634,49.12,17
SEC-J58,900.0,37.6,0.27,12.0,0.526,Moderate,11053.8,Medium,0.21,High,37.14260273972602,49.39,18
SEC-J59,900.0,38.3,0.26,11.1,0.643,Moderate,17354.5,High,0.21,High,38.26849315068493,50.89,28
SEC-J60,900.0,38.9,0.34,19.0,0.514,Moderate,8253.1,Medium,0.22,High,37.026849315068496,49.24,18
SEC-J61,900.0,39.3,0.32,16.8,0.502,Moderate,8253.1,Medium,0.22,High,36.91164383561644,49.08,17
SEC-J62,900.0,39.1,0.19,5.9,0.502,Moderate,9520.0,Medium,0.23,High,36.91164383561644,49.08,17
SEC-J63,900.0,38.8,0.19,5.9,0.483,Moderate,9520.0,Medium,0.24,High,36.72904109589041,48.84,17
SEC-J64,900.0,38.6,0.37,22.5,0.441,Moderate,7840.9,Medium,0.25,High,36.324246575342464,48.3,15
SEC-J65,900.0,38.4,0.37,22.5,0.422,Moderate,7840.9,Medium,0.25,High,36.14164383561644,48.06,12
SEC-J66,900.0,38.2,0.35,20.1,0.485,Moderate,12085.0,Medium,0.25,High,36.74780821917808,48.87,17
SEC-J67,900.0,37.9,0.36,21.3,0.483,Moderate,12085.0,Medium,0.25,High,36.72904109589041,48.84,17
SEC-J68,900.0,38.0,0.44,31.8,0.378,Moderate,5181.5,Medium,0.26,Medium,35.71794520547945,47.5,7
SEC-J69,900.0,38.1,0.41,27.6,0.347,Moderate,3194.4,Low,0.26,High,35.41986301369863,47.1,2
SEC-J70,900.0,35.0,0.2,6.6,0.346,Moderate,3194.4,Low,0.28,Low,35.41013698630137,47.09,2
SEC-K01,900.0,37.8,0.25,10.3,0.255,Low,912.7,Low,1.74,High,34.53383561643835,45.92,0
SEC-K02,900.0,37.8,0.28,12.9,0.261,Low,912.7,Low,1.71,High,34.59205479452054,46.0,1
SEC-K03,900.0,37.6,0.27,12.0,0.272,Low,1158.6,Low,1.68,High,34.69794520547945,46.14,1
SEC-K04,900.0,37.7,0.28,12.9,0.279,Low,1158.6,Low,1.65,High,34.765068493150686,46.23,1
SEC-K05,900.0,37.7,0.27,12.0,0.287,Low,1158.6,Low,1.62,High,34.84260273972603,46.33,1
SEC-K06,900.0,37.7,0.27,12.0,0.296,Low,1158.6,Low,1.59,High,34.92917808219178,46.45,1
SEC-K07,900.0,37.3,0.3,14.8,0.305,Low,1143.2,Low,1.56,High,35.0158904109589,46.56,1
SEC-K08,900.0,37.3,0.31,15.8,0.316,Low,1143.2,Low,1.53,High,35.12150684931507,46.7,1
SEC-K09,900.0,37.3,0.32,16.8,0.327,Low,1143.2,Low,1.5,Medium,35.22767123287671,46.84,1
SEC-K10,900.0,37.9,0.3,14.8,0.338,Moderate,1067.6,Low,1.47,High,35.333287671232874,46.99,1
SEC-K11,900.0,38.0,0.3,14.8,0.351,Moderate,1067.6,Low,1.44,High,35.45835616438356,47.15,3
SEC-K12,900.0,38.2,0.26,11.1,0.365,Moderate,1067.6,Low,1.41,High,35.59356164383561,47.33,5
SEC-K13,900.0,38.4,0.29,13.8,0.379,Moderate,1067.6,Low,1.38,High,35.72780821917809,47.51,7
SEC-K14,900.0,38.5,0.38,23.7,0.389,Moderate,845.1,Low,1.35,High,35.824246575342464,47.64,8
SEC-K15,900.0,38.6,0.33,17.9,0.403,Moderate,845.1,Low,1.32,High,35.95835616438356,47.82,9
SEC-K16,900.0,38.6,0.26,11.1,0.415,Moderate,845.1,Low,1.29,High,36.074383561643835,47.97,11
SEC-K17,900.0,37.9,0.28,12.9,0.418,Moderate,538.3,Low,1.26,High,36.10356164383562,48.01,12
SEC-K18,900.0,37.8,0.43,30.4,0.422,Moderate,538.3,Low,1.23,Medium,36.14164383561644,48.06,12
SEC-K19,900.0,37.6,0.43,30.4,0.419,Moderate,538.3,Low,1.2,Medium,36.1127397260274,48.02,12
SEC-K20,900.0,37.6,0.5,41.1,0.41,Moderate,538.3,Low,1.18,Low,36.02575342465754,47.91,10
SEC-K21,900.0,37.6,0.4,26.3,0.527,Moderate,9167.4,Medium,1.15,Medium,37.15232876712329,49.4,18
SEC-K22,900.0,37.6,0.41,27.6,0.512,Moderate,9167.4,Medium,1.12,Medium,37.00808219178082,49.21,17
SEC-K23,900.0,37.6,0.45,33.3,0.495,Moderate,9167.4,Medium,1.09,Medium,36.84438356164383,49.0,17
SEC-K24,900.0,37.4,0.47,36.3,0.477,Moderate,9167.4,Medium,1.06,Medium,36.67164383561644,48.76,17
SEC-K25,900.0,37.6,0.57,53.4,0.327,Low,386.8,Low,1.03,Low,35.22767123287671,46.84,1
SEC-K26,900.0,37.7,0.52,44.4,0.311,Low,386.8,Low,1.0,Low,35.07369863013699,46.64,1
SEC-K27,900.0,37.7,0.49,39.5,0.294,Low,386.8,Low,0.97,Medium,34.91,46.42,1
SEC-K28,900.0,37.8,0.45,33.3,0.275,Low,111.2,Low,0.94,Medium,34.72671232876713,46.18,1
SEC-K29,900.0,37.5,0.55,49.7,0.261,Low,111.2,Low,0.91,Low,34.59205479452054,46.0,1
SEC-K30,900.0,37.3,0.55,49.7,0.246,Low,111.2,Low,0.89,Low,34.44794520547945,45.81,0
SEC-K31,900.0,37.0,0.43,30.4,0.232,Low,111.2,Low,0.86,Low,34.31301369863014,45.63,0
SEC-K32,900.0,36.8,0.39,25.0,0.218,Low,132.6,Low,0.83,Low,34.1786301369863,45.45,0
SEC-K33,900.0,36.6,0.4,26.3,0.205,Low,132.6,Low,0.8,Low,34.05315068493151,45.28,0
SEC-K34,900.0,36.6,0.56,51.5,0.205,Low,132.6,Low,0.77,Low,34.05315068493151,45.28,0
SEC-K35,900.0,36.6,0.56,51.5,0.207,Low,132.6,Low,0.74,Low,34.07260273972603,45.31,0
SEC-K36,900.0,36.7,0.43,30.4,0.305,Low,6475.0,Medium,0.71,Low,35.0158904109589,46.56,1
SEC-K37,900.0,36.7,0.36,21.3,0.309,Low,6475.0,Medium,0.69,Low,35.05424657534247,46.61,1
SEC-K38,900.0,36.4,0.37,22.5,0.312,Low,6475.0,Medium,0.66,Low,35.08301369863014,46.65,1
SEC-K39,900.0,35.6,0.46,34.8,0.269,Low,3324.6,Low,0.63,Low,34.66958904109589,46.1,1
SEC-K40,900.0,35.3,0.62,63.2,0.275,Low,3324.6,Low,0.6,Low,34.72671232876713,46.18,1
SEC-K41,900.0,35.2,0.72,85.2,0.282,Low,3324.6,Low,0.58,Low,34.79369863013699,46.27,1
SEC-K42,900.0,35.3,0.73,87.6,0.291,Low,3324.6,Low,0.55,Low,34.88068493150685,46.38,1
SEC-K43,900.0,35.6,0.73,87.6,0.292,Low,2863.8,Low,0.52,Low,34.89041095890411,46.4,1
SEC-K44,900.0,36.0,0.55,49.7,0.295,Low,2863.8,Low,0.5,Low,34.91986301369863,46.44,1
SEC-K45,900.0,36.9,0.35,20.1,0.298,Low,2863.8,Low,0.47,Medium,34.9486301369863,46.47,1
SEC-K46,900.0,37.3,0.28,12.9,0.517,Moderate,17258.4,High,0.45,High,37.056301369863014,49.28,18
SEC-K47,900.0,37.5,0.26,11.1,0.52,Moderate,17258.4,High,0.42,High,37.084657534246574,49.31,18
SEC-K48,900.0,37.7,0.27,12.0,0.523,Moderate,17258.4,High,0.4,High,37.11369863013699,49.35,18
SEC-K49,900.0,37.8,0.28,12.9,0.525,Moderate,17258.4,High,0.38,High,37.132602739726025,49.38,18
SEC-K50,900.0,37.9,0.33,17.9,0.443,Moderate,11771.1,Medium,0.35,High,36.34328767123288,48.33,15
SEC-K51,900.0,38.0,0.45,33.3,0.444,Moderate,11771.1,Medium,0.33,Medium,36.35315068493151,48.34,15
SEC-K52,900.0,37.7,0.37,22.5,0.458,Moderate,11771.1,Medium,0.31,High,36.48821917808219,48.52,16
SEC-K53,900.0,37.6,0.36,21.3,0.472,Moderate,11771.1,Medium,0.3,High,36.622465753424656,48.7,17
SEC-K54,900.0,37.4,0.37,22.5,0.502,Moderate,13626.3,High,0.28,Medium,36.91164383561644,49.08,17
SEC-K55,900.0,37.4,0.36,21.3,0.509,Moderate,13626.3,High,0.27,Medium,36.97876712328767,49.17,17
SEC-K56,900.0,37.3,0.31,15.8,0.523,Moderate,13626.3,High,0.26,High,37.11369863013699,49.35,18
SEC-K57,900.0,37.4,0.3,14.8,0.596,Moderate,17354.5,High,0.25,High,37.8158904109589,50.29,23
SEC-K58,900.0,37.5,0.27,12.0,0.613,Moderate,17354.5,High,0.24,High,37.98041095890411,50.51,25
SEC-K59,900.0,38.0,0.25,10.3,0.627,Moderate,17354.5,High,0.24,High,38.114520547945204,50.68,27
SEC-K60,900.0,38.6,0.32,16.8,0.632,Moderate,17354.5,High,0.24,High,38.16287671232877,50.75,27
SEC-K61,900.0,38.9,0.29,13.8,0.507,Moderate,9520.0,Medium,0.25,High,36.95890410958904,49.15,17
SEC-K62,900.0,38.9,0.2,6.6,0.494,Moderate,9520.0,Medium,0.24,High,36.834794520547945,48.98,17
SEC-K63,900.0,38.6,0.18,5.3,0.477,Moderate,9520.0,Medium,0.23,High,36.67164383561644,48.76,17
SEC-K64,900.0,38.4,0.36,21.3,0.491,Moderate,12085.0,Medium,0.22,High,36.8054794520548,48.94,17
SEC-K65,900.0,38.2,0.32,16.8,0.488,Moderate,12085.0,Medium,0.22,High,36.776849315068496,48.91,17
SEC-K66,900.0,38.1,0.32,16.8,0.488,Moderate,12085.0,Medium,0.22,High,36.776849315068496,48.91,17
SEC-K67,900.0,38.0,0.38,23.7,0.486,Moderate,12085.0,Medium,0.22,High,36.75780821917809,48.88,17
SEC-K68,900.0,38.0,0.42,29.0,0.351,Moderate,3194.4,Low,0.23,High,35.45835616438356,47.15,3
SEC-K69,900.0,38.1,0.39,25.0,0.35,Moderate,3194.4,Low,0.24,High,35.44876712328767,47.14,3
SEC-K70,900.0,35.0,0.2,6.6,0.349,Moderate,3194.4,Low,0.25,Low,35.43904109589042,47.13,3
SEC-L01,900.0,38.3,0.27,12.0,0.256,Low,912.7,Low,1.74,High,34.543561643835616,45.94,0
SEC-L02,900.0,38.2,0.27,12.0,0.263,Low,912.7,Low,1.71,High,34.612054794520546,46.03,1
SEC-L03,900.0,37.6,0.3,14.8,0.273,Low,1158.6,Low,1.68,High,34.70739726027397,46.15,1
SEC-L04,900.0,37.7,0.28,12.9,0.281,Low,1158.6,Low,1.65,High,34.784383561643835,46.26,1
SEC-L05,900.0,37.7,0.26,11.1,0.289,Low,1158.6,Low,1.62,High,34.86191780821918,46.36,1
SEC-L06,900.0,37.6,0.27,12.0,0.298,Low,1158.6,Low,1.59,High,34.9486301369863,46.47,1
SEC-L07,900.0,37.7,0.28,12.9,0.308,Low,1143.2,Low,1.56,High,35.04438356164384,46.6,1
SEC-L08,900.0,37.7,0.33,17.9,0.319,Low,1143.2,Low,1.53,High,35.15027397260274,46.74,1
SEC-L09,900.0,37.8,0.41,27.6,0.332,Moderate,1143.2,Low,1.5,Medium,35.27575342465754,46.91,1
SEC-L10,900.0,37.8,0.36,21.3,0.344,Moderate,1067.6,Low,1.48,High,35.39095890410959,47.06,2
SEC-L11,900.0,37.9,0.29,13.8,0.358,Moderate,1067.6,Low,1.45,High,35.526438356164384,47.24,4
SEC-L12,900.0,38.2,0.24,9.5,0.373,Moderate,1067.6,Low,1.42,High,35.66986301369863,47.43,6
SEC-L13,900.0,38.3,0.28,12.9,0.389,Moderate,1067.6,Low,1.39,High,35.824246575342464,47.64,8
SEC-L14,900.0,38.4,0.31,15.8,0.402,Moderate,845.1,Low,1.36,High,35.949315068493156,47.8,9
SEC-L15,900.0,38.4,0.34,19.0,0.419,Moderate,845.1,Low,1.33,High,36.1127397260274,48.02,12
SEC-L16,900.0,38.6,0.26,11.1,0.434,Moderate,845.1,Low,1.3,High,36.257260273972605,48.21,14
SEC-L17,900.0,38.2,0.37,22.5,0.446,Moderate,845.1,Low,1.27,High,36.37287671232876,48.37,15
SEC-L18,900.0,37.9,0.5,41.1,0.447,Moderate,538.3,Low,1.24,Medium,36.38178082191781,48.38,15
SEC-L19,900.0,37.7,0.51,42.8,0.443,Moderate,538.3,Low,1.21,Low,36.34328767123288,48.33,15
SEC-L20,900.0,37.7,0.5,41.1,0.432,Moderate,538.3,Low,1.18,Medium,36.23794520547945,48.19,14
SEC-L21,900.0,37.7,0.36,21.3,0.545,Moderate,9167.4,Medium,1.15,High,37.3254794520548,49.63,20
SEC-L22,900.0,37.5,0.42,29.0,0.526,Moderate,9167.4,Medium,1.12,Medium,37.14260273972602,49.39,18
SEC-L23,900.0,37.5,0.43,30.4,0.506,Moderate,9167.4,Medium,1.1,Medium,36.949315068493156,49.14,17
SEC-L24,900.0,37.4,0.53,46.2,0.486,Moderate,9167.4,Medium,1.07,Low,36.75780821917809,48.88,17
SEC-L25,900.0,37.5,0.66,71.6,0.334,Moderate,386.8,Low,1.04,Low,35.294520547945204,46.93,1
SEC-L26,900.0,37.6,0.58,55.3,0.315,Low,386.8,Low,1.01,Low,35.112054794520546,46.69,1
SEC-L27,900.0,37.3,0.48,37.9,0.298,Low,386.8,Low,0.98,Low,34.9486301369863,46.47,1
SEC-L28,900.0,37.4,0.54,47.9,0.277,Low,111.2,Low,0.95,Low,34.74630136986301,46.21,1
SEC-L29,900.0,37.1,0.64,67.3,0.261,Low,111.2,Low,0.92,Low,34.59205479452054,46.0,1
SEC-L30,900.0,37.0,0.61,61.2,0.247,Low,111.2,Low,0.89,Low,34.457808219178084,45.82,0
SEC-L31,900.0,36.8,0.34,19.0,0.233,Low,111.2,Low,0.87,Medium,34.32287671232877,45.64,0
SEC-L32,900.0,36.6,0.31,15.8,0.218,Low,132.6,Low,0.84,Medium,34.1786301369863,45.45,0
SEC-L33,900.0,36.6,0.39,25.0,0.204,Low,132.6,Low,0.81,Low,34.04369863013699,45.27,0
SEC-L34,900.0,36.6,0.43,30.4,0.198,Low,132.6,Low,0.78,Low,33.98575342465753,45.19,0
SEC-L35,900.0,36.5,0.43,30.4,0.199,Low,132.6,Low,0.75,Low,33.99493150684932,45.21,0
SEC-L36,900.0,36.6,0.42,29.0,0.296,Low,6475.0,Medium,0.73,Low,34.92917808219178,46.45,1
SEC-L37,900.0,36.6,0.42,29.0,0.297,Low,6475.0,Medium,0.7,Low,34.93890410958904,46.46,1
SEC-L38,900.0,36.6,0.41,27.6,0.299,Low,6475.0,Medium,0.67,Low,34.95739726027397,46.49,1
SEC-L39,900.0,36.2,0.37,22.5,0.254,Low,3324.6,Low,0.64,Low,34.52479452054794,45.91,0
SEC-L40,900.0,35.9,0.4,26.3,0.257,Low,3324.6,Low,0.62,Low,34.55301369863014,45.95,0
SEC-L41,900.0,35.8,0.61,61.2,0.261,Low,3324.6,Low,0.59,Low,34.59205479452054,46.0,1
SEC-L42,900.0,35.7,0.58,55.3,0.267,Low,3324.6,Low,0.56,Low,34.65,46.08,1
SEC-L43,900.0,35.9,0.59,57.2,0.268,Low,2863.8,Low,0.54,Low,34.65986301369863,46.09,1
SEC-L44,900.0,36.2,0.52,44.4,0.27,Low,2863.8,Low,0.51,Low,34.67917808219178,46.12,1
SEC-L45,900.0,36.9,0.33,17.9,0.268,Low,2863.8,Low,0.49,Medium,34.65986301369863,46.09,1
SEC-L46,900.0,37.1,0.27,12.0,0.485,Moderate,17258.4,High,0.46,High,36.74780821917808,48.87,17
SEC-L47,900.0,37.2,0.28,12.9,0.488,Moderate,17258.4,High,0.44,High,36.776849315068496,48.91,17
SEC-L48,900.0,37.3,0.27,12.0,0.492,Moderate,17258.4,High,0.42,High,36.815342465753425,48.96,17
SEC-L49,900.0,37.4,0.31,15.8,0.497,Moderate,17258.4,High,0.4,High,36.863287671232875,49.02,17
SEC-L50,900.0,37.5,0.36,21.3,0.418,Moderate,11771.1,Medium,0.38,Medium,36.10356164383562,48.01,12
SEC-L51,900.0,37.5,0.41,27.6,0.428,Moderate,11771.1,Medium,0.36,Medium,36.199315068493156,48.14,13
SEC-L52,900.0,37.4,0.35,20.1,0.442,Moderate,11771.1,Medium,0.34,Medium,36.33397260273973,48.32,15
SEC-L53,900.0,37.3,0.3,14.8,0.456,Moderate,11771.1,Medium,0.32,High,36.46876712328767,48.5,16
SEC-L54,900.0,37.2,0.31,15.8,0.497,Moderate,13626.3,High,0.31,Medium,36.863287671232875,49.02,17
SEC-L55,900.0,37.2,0.27,12.0,0.506,Moderate,13626.3,High,0.29,High,36.949315068493156,49.14,17
SEC-L56,900.0,37.3,0.43,30.4,0.519,Moderate,13626.3,High,0.28,Medium,37.07520547945206,49.3,18
SEC-L57,900.0,37.4,0.34,19.0,0.588,Moderate,17354.5,High,0.28,Medium,37.73890410958904,50.19,22
SEC-L58,900.0,37.5,0.27,12.0,0.601,Moderate,17354.5,High,0.27,High,37.86424657534247,50.35,25
SEC-L59,900.0,37.7,0.27,12.0,0.61,Moderate,17354.5,High,0.27,High,37.95095890410959,50.47,25
SEC-L60,900.0,38.1,0.3,14.8,0.614,Moderate,17354.5,High,0.25,High,37.990273972602736,50.52,25
SEC-L61,900.0,38.4,0.31,15.8,0.492,Moderate,9520.0,Medium,0.23,High,36.815342465753425,48.96,17
SEC-L62,900.0,38.4,0.29,13.8,0.473,Moderate,9520.0,Medium,0.22,High,36.63232876712328,48.71,17
SEC-L63,900.0,38.1,0.28,12.9,0.455,Moderate,9520.0,Medium,0.2,High,36.459315068493154,48.48,16
SEC-L64,900.0,37.9,0.31,15.8,0.492,Moderate,12085.0,Medium,0.19,High,36.815342465753425,48.96,17
SEC-L65,900.0,37.8,0.38,23.7,0.491,Moderate,12085.0,Medium,0.19,High,36.8054794520548,48.94,17
SEC-L66,900.0,37.8,0.42,29.0,0.491,Moderate,12085.0,Medium,0.19,Medium,36.8054794520548,48.94,17
SEC-L67,900.0,37.8,0.43,30.4,0.489,Moderate,12085.0,Medium,0.19,Medium,36.78616438356164,48.92,17
SEC-L68,900.0,37.8,0.43,30.4,0.353,Moderate,3194.4,Low,0.2,Medium,35.47780821917809,47.18,3
SEC-L69,900.0,37.9,0.43,30.4,0.353,Moderate,3194.4,Low,0.21,Medium,35.47780821917809,47.18,3
SEC-L70,900.0,35.0,0.2,6.6,0.352,Moderate,3194.4,Low,0.22,Low,35.46794520547945,47.16,3
