sector_id,area_m2,LST,NDVI,vegetation_cover_pct,vulnerability_index,vulnerability_class,population_density_per_km2,population_density_class,dist_hospital_km,outdoor_exposure,HHSI_season_mean,HHSI_season_max,danger_days
SEC-V18,900.0,39.2,0.3,14.8,0.453,Moderate,7362.6,Medium,1.34,High,36.44054794520548,48.46,15
SEC-V19,900.0,39.0,0.42,29.0,0.45,Moderate,7362.6,Medium,1.32,High,36.410821917808214,48.42,15
SEC-V20,900.0,38.6,0.28,12.9,0.444,Moderate,7362.6,Medium,1.29,High,36.35315068493151,48.34,15
SEC-V21,900.0,37.8,0.31,15.8,0.538,Moderate,14171.7,High,1.26,High,37.25753424657535,49.55,19
SEC-V22,900.0,37.5,0.3,14.8,0.527,Moderate,14171.7,High,1.24,High,37.15232876712329,49.4,18
SEC-V23,900.0,37.4,0.41,27.6,0.515,Moderate,14171.7,High,1.21,Medium,37.03671232876712,49.25,18
SEC-V24,900.0,37.6,0.38,23.7,0.387,Moderate,6208.7,Medium,1.18,Medium,35.804794520547944,47.61,8
SEC-V25,900.0,37.9,0.27,12.0,0.383,Moderate,6208.7,Medium,1.16,High,35.76671232876712,47.56,7
SEC-V26,900.0,37.8,0.34,19.0,0.377,Moderate,6208.7,Medium,1.13,High,35.70835616438356,47.48,7
SEC-V27,900.0,37.6,0.29,13.8,0.368,Moderate,6208.7,Medium,1.1,High,35.6213698630137,47.37,5
SEC-V28,900.0,37.4,0.31,15.8,0.469,Moderate,13571.3,High,1.08,High,36.594109589041096,48.66,17
SEC-V29,900.0,37.2,0.23,8.7,0.457,Moderate,13571.3,High,1.05,High,36.47835616438356,48.51,16
SEC-V30,900.0,37.1,0.37,22.5,0.444,Moderate,13571.3,High,1.03,Medium,36.35315068493151,48.34,15
SEC-V31,900.0,37.1,0.41,27.6,0.399,Moderate,11560.4,Medium,1.0,Medium,35.92082191780822,47.77,9
SEC-V32,900.0,37.0,0.29,13.8,0.383,Moderate,11560.4,Medium,0.98,Medium,35.76671232876712,47.56,7
SEC-V33,900.0,37.0,0.28,12.9,0.366,Moderate,11560.4,Medium,0.96,Medium,35.603013698630136,47.34,5
SEC-V34,900.0,36.9,0.27,12.0,0.347,Moderate,11560.4,Medium,0.93,Medium,35.41986301369863,47.1,2
SEC-V35,900.0,36.9,0.22,8.0,0.306,Low,10053.2,Medium,0.9,Medium,35.025479452054796,46.58,1
SEC-V36,900.0,36.8,0.31,15.8,0.286,Low,10053.2,Medium,0.87,Medium,34.83246575342466,46.32,1
SEC-V37,900.0,36.7,0.27,12.0,0.266,Low,10053.2,Medium,0.84,Medium,34.64013698630137,46.06,1
SEC-V38,900.0,36.4,0.33,17.9,0.249,Low,10342.7,Medium,0.81,Low,34.47657534246575,45.85,0
SEC-V39,900.0,36.4,0.44,31.8,0.169,Low,6004.3,Medium,0.78,Low,33.70684931506849,44.82,0
SEC-V40,900.0,36.4,0.44,31.8,0.172,Low,6004.3,Medium,0.75,Low,33.73602739726027,44.86,0
SEC-V41,900.0,36.4,0.3,14.8,0.177,Low,6004.3,Medium,0.72,Low,33.784109589041094,44.93,0
SEC-V42,900.0,36.4,0.34,19.0,0.33,Moderate,15744.3,High,0.69,Low,35.25671232876713,46.88,1
SEC-V43,900.0,36.5,0.34,19.0,0.335,Moderate,15744.3,High,0.66,Low,35.30410958904109,46.95,1
SEC-V44,900.0,36.6,0.3,14.8,0.341,Moderate,15744.3,High,0.63,Medium,35.36232876712329,47.02,2
SEC-V45,900.0,36.8,0.32,16.8,0.348,Moderate,15744.3,High,0.6,Medium,35.42945205479452,47.11,2
SEC-V46,900.0,36.8,0.26,11.1,0.268,Low,10049.8,Medium,0.57,Medium,34.65986301369863,46.09,1
SEC-V47,900.0,36.8,0.27,12.0,0.281,Low,10049.8,Medium,0.54,Medium,34.784383561643835,46.26,1
SEC-V48,900.0,36.7,0.36,21.3,0.303,Low,10049.8,Medium,0.51,Low,34.99643835616438,46.54,1
SEC-V49,900.0,36.8,0.41,27.6,0.46,Moderate,19237.4,High,0.48,Low,36.50739726027397,48.55,17
SEC-V50,900.0,36.7,0.41,27.6,0.275,Low,5596.6,Medium,0.45,Low,34.72671232876713,46.18,1
SEC-V51,900.0,36.8,0.39,25.0,0.295,Low,5596.6,Medium,0.42,Low,34.91986301369863,46.44,1
SEC-V52,900.0,37.4,0.31,15.8,0.316,Low,5596.6,Medium,0.39,High,35.12150684931507,46.7,1
SEC-V53,900.0,37.5,0.42,29.0,0.453,Moderate,13318.2,Medium,0.36,Medium,36.44054794520548,48.46,15
SEC-V54,900.0,37.5,0.5,41.1,0.473,Moderate,13318.2,Medium,0.33,Low,36.63232876712328,48.71,17
SEC-V55,900.0,37.5,0.48,37.9,0.493,Moderate,13318.2,Medium,0.3,Medium,36.82520547945205,48.97,17
SEC-V56,900.0,37.4,0.3,14.8,0.592,Moderate,18569.2,High,0.27,High,37.77753424657534,50.24,23
SEC-V57,900.0,37.4,0.28,12.9,0.644,Moderate,20672.7,High,0.25,High,38.27780821917808,50.9,28
SEC-V58,900.0,37.5,0.28,12.9,0.656,Moderate,20672.7,High,0.22,High,38.39383561643836,51.06,29
SEC-V59,900.0,38.0,0.39,25.0,0.663,High,20672.7,High,0.19,High,38.461369863013694,51.15,29
SEC-V60,900.0,38.4,0.33,17.9,0.722,High,24135.8,High,0.16,High,39.029041095890406,51.9,34
SEC-V61,900.0,38.8,0.25,10.3,0.621,Moderate,16889.0,High,0.14,High,38.0572602739726,50.61,27
SEC-V62,900.0,39.0,0.23,8.7,0.628,Moderate,16889.0,High,0.11,High,38.1241095890411,50.7,27
SEC-V63,900.0,38.5,0.32,16.8,0.586,Moderate,13553.3,High,0.09,High,37.72013698630137,50.16,22
SEC-V64,900.0,38.4,0.41,27.6,0.483,Moderate,6305.3,Medium,0.07,High,36.72904109589041,48.84,17
SEC-V65,900.0,38.1,0.57,53.4,0.488,Moderate,6305.3,Medium,0.06,Low,36.776849315068496,48.91,17
SEC-V66,900.0,37.7,0.53,46.2,0.49,Moderate,6305.3,Medium,0.05,Low,36.79575342465753,48.93,17
SEC-V67,900.0,37.4,0.54,47.9,0.412,Moderate,1487.5,Low,0.06,Low,36.04561643835616,47.93,11
SEC-V68,900.0,37.3,0.58,55.3,0.453,Moderate,4715.4,Medium,0.08,Low,36.44054794520548,48.46,15
SEC-V69,900.0,37.3,0.44,31.8,0.443,Moderate,4715.4,Medium,0.1,Medium,36.34328767123288,48.33,15
SEC-V70,900.0,37.3,0.44,31.8,0.434,Moderate,4715.4,Medium,0.12,Medium,36.257260273972605,48.21,14
SEC-W01,900.0,38.2,0.65,69.4,0.233,Low,16.7,Low,1.82,Low,34.32287671232877,45.64,0
SEC-W02,900.0,38.2,0.49,39.5,0.237,Low,16.7,Low,1.8,Medium,34.36150684931507,45.69,0
SEC-W03,900.0,38.2,0.34,19.0,0.243,Low,16.8,Low,1.77,High,34.41835616438356,45.77,0
SEC-W04,900.0,38.1,0.47,36.3,0.248,Low,2.8,Low,1.74,Medium,34.46712328767123,45.83,0
SEC-W05,900.0,37.8,0.62,63.2,0.254,Low,2.8,Low,1.71,Low,34.52479452054794,45.91,0
SEC-W06,900.0,37.7,0.63,65.2,0.26,Low,2.8,Low,1.68,Low,34.5827397260274,45.99,0
SEC-W07,900.0,37.7,0.44,31.8,0.276,Low,654.5,Low,1.66,Medium,34.736712328767126,46.19,1
SEC-W08,900.0,37.6,0.32,16.8,0.283,Low,654.5,Low,1.63,High,34.80328767123287,46.28,1
SEC-W09,900.0,37.6,0.31,15.8,0.29,Low,654.5,Low,1.6,High,34.8713698630137,46.37,1
SEC-W10,900.0,37.9,0.29,13.8,0.298,Low,654.5,Low,1.57,High,34.9486301369863,46.47,1
SEC-W11,900.0,38.0,0.25,10.3,0.546,Moderate,16591.9,High,1.55,High,37.335068493150686,49.65,20
SEC-W12,900.0,38.2,0.29,13.8,0.553,Moderate,16591.9,High,1.52,High,37.40246575342466,49.74,20
SEC-W13,900.0,38.5,0.34,19.0,0.559,Moderate,16591.9,High,1.49,High,37.45986301369863,49.81,20
SEC-W14,900.0,38.9,0.31,15.8,0.505,Moderate,12584.1,Medium,1.46,High,36.939863013698634,49.12,17
SEC-W15,900.0,39.1,0.27,12.0,0.51,Moderate,12584.1,Medium,1.44,High,36.9886301369863,49.19,17
SEC-W16,900.0,39.3,0.25,10.3,0.513,Moderate,12584.1,Medium,1.41,High,37.017534246575345,49.23,18
SEC-W17,900.0,39.4,0.28,12.9,0.514,Moderate,12584.1,Medium,1.38,High,37.026849315068496,49.24,18
SEC-W18,900.0,39.2,0.41,27.6,0.626,Moderate,20063.1,High,1.36,High,38.10479452054795,50.67,27
SEC-W19,900.0,38.8,0.36,21.3,0.623,Moderate,20063.1,High,1.33,High,38.075616438356164,50.63,27
SEC-W20,900.0,38.5,0.24,9.5,0.617,Moderate,20063.1,High,1.3,High,38.01849315068493,50.56,25
SEC-W21,900.0,37.8,0.29,13.8,0.61,Moderate,20063.1,High,1.28,High,37.95095890410959,50.47,25
SEC-W22,900.0,37.6,0.32,16.8,0.542,Moderate,15422.9,High,1.25,High,37.296301369863016,49.6,19
SEC-W23,900.0,37.4,0.33,17.9,0.543,Moderate,15422.9,High,1.22,High,37.3058904109589,49.61,19
SEC-W24,900.0,37.6,0.35,20.1,0.541,Moderate,15422.9,High,1.2,High,37.28698630136986,49.58,19
SEC-W25,900.0,37.8,0.26,11.1,0.487,Moderate,12085.0,Medium,1.17,High,36.76712328767123,48.89,17
SEC-W26,900.0,37.7,0.31,15.8,0.479,Moderate,12085.0,Medium,1.15,High,36.69041095890411,48.79,17
SEC-W27,900.0,37.5,0.25,10.3,0.47,Moderate,12085.0,Medium,1.12,High,36.60356164383562,48.68,17
SEC-W28,900.0,37.3,0.21,7.2,0.458,Moderate,12085.0,Medium,1.1,High,36.48821917808219,48.52,16
SEC-W29,900.0,37.1,0.29,13.8,0.394,Moderate,8782.9,Medium,1.07,Medium,35.87219178082192,47.7,8
SEC-W30,900.0,37.0,0.45,33.3,0.379,Moderate,8782.9,Medium,1.05,Low,35.72780821917809,47.51,7
SEC-W31,900.0,37.0,0.4,26.3,0.363,Moderate,8782.9,Medium,1.02,Medium,35.574383561643835,47.31,5
SEC-W32,900.0,37.0,0.4,26.3,0.501,Moderate,19077.0,High,0.99,Medium,36.90164383561644,49.07,17
SEC-W33,900.0,37.0,0.28,12.9,0.484,Moderate,19077.0,High,0.96,Medium,36.738082191780826,48.85,17
SEC-W34,900.0,36.9,0.23,8.7,0.464,Moderate,19077.0,High,0.93,Medium,36.545890410958904,48.6,17
SEC-W35,900.0,36.9,0.22,8.0,0.444,Moderate,19077.0,High,0.9,Medium,36.35315068493151,48.34,15
SEC-W36,900.0,36.8,0.23,8.7,0.291,Low,10342.7,Medium,0.87,Medium,34.88068493150685,46.38,1
SEC-W37,900.0,36.8,0.25,10.3,0.269,Low,10342.7,Medium,0.84,Medium,34.66958904109589,46.1,1
SEC-W38,900.0,36.5,0.42,29.0,0.246,Low,10342.7,Medium,0.81,Low,34.44794520547945,45.81,0
SEC-W39,900.0,36.5,0.44,31.8,0.232,Low,10342.7,Medium,0.78,Low,34.31301369863014,45.63,0
SEC-W40,900.0,36.5,0.38,23.7,0.286,Low,13588.1,High,0.75,Low,34.83246575342466,46.32,1
SEC-W41,900.0,36.5,0.3,14.8,0.291,Low,13588.1,High,0.72,Low,34.88068493150685,46.38,1
SEC-W42,900.0,36.5,0.31,15.8,0.296,Low,13588.1,High,0.69,Low,34.92917808219178,46.45,1
SEC-W43,900.0,36.4,0.32,16.8,0.344,Moderate,16384.6,High,0.66,Low,35.39095890410959,47.06,2
SEC-W44,900.0,36.5,0.31,15.8,0.35,Moderate,16384.6,High,0.63,Low,35.44876712328767,47.14,3
SEC-W45,900.0,36.7,0.39,25.0,0.356,Moderate,16384.6,High,0.6,Low,35.50643835616438,47.22,3
SEC-W46,900.0,36.7,0.42,29.0,0.363,Moderate,16384.6,High,0.57,Low,35.574383561643835,47.31,5
SEC-W47,900.0,36.8,0.27,12.0,0.422,Moderate,19237.4,High,0.54,Medium,36.14164383561644,48.06,12
SEC-W48,900.0,36.7,0.29,13.8,0.445,Moderate,19237.4,High,0.51,Medium,36.36315068493151,48.36,15
SEC-W49,900.0,36.8,0.3,14.8,0.467,Moderate,19237.4,High,0.49,Medium,36.57520547945205,48.64,17
SEC-W50,900.0,36.9,0.29,13.8,0.434,Moderate,15735.0,High,0.46,Medium,36.257260273972605,48.21,14
SEC-W51,900.0,36.9,0.29,13.8,0.453,Moderate,15735.0,High,0.43,Medium,36.44054794520548,48.46,15
SEC-W52,900.0,37.4,0.3,14.8,0.472,Moderate,15735.0,High,0.4,High,36.622465753424656,48.7,17
SEC-W53,900.0,37.5,0.4,26.3,0.491,Moderate,15735.0,High,0.37,Medium,36.8054794520548,48.94,17
SEC-W54,900.0,37.6,0.47,36.3,0.553,Moderate,18569.2,High,0.34,Medium,37.40246575342466,49.74,20
SEC-W55,900.0,37.5,0.47,36.3,0.572,Moderate,18569.2,High,0.31,Medium,37.5854794520548,49.98,20
SEC-W56,900.0,37.4,0.42,29.0,0.591,Moderate,18569.2,High,0.28,Medium,37.767808219178086,50.22,23
SEC-W57,900.0,37.4,0.29,13.8,0.609,Moderate,18569.2,High,0.26,High,37.94150684931507,50.45,25
SEC-W58,900.0,37.5,0.27,12.0,0.706,High,24135.8,High,0.23,High,38.875205479452056,51.7,34
SEC-W59,900.0,38.1,0.39,25.0,0.713,High,24135.8,High,0.2,High,38.94219178082192,51.78,34
SEC-W60,900.0,38.5,0.4,26.3,0.72,High,24135.8,High,0.18,High,39.009726027397264,51.87,34
SEC-W61,900.0,38.9,0.27,12.0,0.568,Moderate,13553.3,High,0.15,High,37.54698630136986,49.93,20
SEC-W62,900.0,39.1,0.24,9.5,0.575,Moderate,13553.3,High,0.13,High,37.61410958904109,50.02,20
SEC-W63,900.0,38.8,0.3,14.8,0.581,Moderate,13553.3,High,0.11,High,37.67123287671233,50.1,21
SEC-W64,900.0,38.6,0.39,25.0,0.587,Moderate,13553.3,High,0.09,High,37.729589041095885,50.17,22
SEC-W65,900.0,38.5,0.55,49.7,0.408,Moderate,1487.5,Low,0.09,Medium,36.006986301369864,47.88,10
SEC-W66,900.0,38.0,0.52,44.4,0.409,Moderate,1487.5,Low,0.08,Medium,36.01657534246576,47.89,10
SEC-W67,900.0,37.7,0.62,63.2,0.406,Moderate,1487.5,Low,0.09,Low,35.987671232876714,47.86,9
SEC-W68,900.0,37.5,0.52,44.4,0.399,Moderate,1487.5,Low,0.1,Low,35.92082191780822,47.77,9
SEC-W69,900.0,37.5,0.4,26.3,0.44,Moderate,4715.4,Medium,0.12,Medium,36.31452054794521,48.29,15
SEC-W70,900.0,37.5,0.4,26.3,0.433,Moderate,4715.4,Medium,0.14,Medium,36.24739726027397,48.2,14
SEC-X01,900.0,38.5,0.64,67.3,0.23,Low,16.7,Low,1.83,Low,34.29383561643835,45.6,0
SEC-X02,900.0,38.5,0.49,39.5,0.235,Low,16.7,Low,1.81,Medium,34.342465753424655,45.67,0
SEC-X03,900.0,38.5,0.39,25.0,0.239,Low,2.8,Low,1.78,High,34.38041095890411,45.72,0
SEC-X04,900.0,38.4,0.47,36.3,0.244,Low,2.8,Low,1.75,Medium,34.428082191780824,45.78,0
SEC-X05,900.0,38.1,0.55,49.7,0.249,Low,2.8,Low,1.72,Low,34.47657534246575,45.85,0
SEC-X06,900.0,38.0,0.6,59.2,0.255,Low,2.8,Low,1.7,Low,34.53383561643835,45.92,0
SEC-X07,900.0,37.7,0.44,31.8,0.271,Low,654.5,Low,1.67,Medium,34.6886301369863,46.13,1
SEC-X08,900.0,37.7,0.4,26.3,0.277,Low,654.5,Low,1.64,Medium,34.74630136986301,46.21,1
SEC-X09,900.0,37.7,0.4,26.3,0.283,Low,654.5,Low,1.61,Medium,34.80328767123287,46.28,1
SEC-X10,900.0,38.0,0.34,19.0,0.289,Low,654.5,Low,1.58,High,34.86191780821918,46.36,1
SEC-X11,900.0,38.1,0.27,12.0,0.536,Moderate,16591.9,High,1.56,High,37.238082191780826,49.52,19
SEC-X12,900.0,38.3,0.29,13.8,0.542,Moderate,16591.9,High,1.53,High,37.296301369863016,49.6,19
SEC-X13,900.0,38.5,0.31,15.8,0.547,Moderate,16591.9,High,1.5,High,37.34479452054794,49.66,20
SEC-X14,900.0,38.9,0.36,21.3,0.492,Moderate,12584.1,Medium,1.48,High,36.815342465753425,48.96,17
SEC-X15,900.0,39.2,0.37,22.5,0.495,Moderate,12584.1,Medium,1.45,High,36.84438356164383,49.0,17
SEC-X16,900.0,39.3,0.29,13.8,0.497,Moderate,12584.1,Medium,1.42,High,36.863287671232875,49.02,17
SEC-X17,900.0,39.3,0.29,13.8,0.498,Moderate,12584.1,Medium,1.4,High,36.8727397260274,49.03,17
SEC-X18,900.0,38.8,0.34,19.0,0.61,Moderate,20063.1,High,1.37,High,37.95095890410959,50.47,25
SEC-X19,900.0,38.5,0.37,22.5,0.611,Moderate,20063.1,High,1.34,High,37.96068493150685,50.48,25
SEC-X20,900.0,38.4,0.39,25.0,0.618,Moderate,20063.1,High,1.32,High,38.028082191780825,50.57,26
SEC-X21,900.0,37.7,0.38,23.7,0.624,Moderate,20063.1,High,1.29,High,38.08547945205479,50.65,27
SEC-X22,900.0,37.5,0.34,19.0,0.558,Moderate,15422.9,High,1.26,High,37.45027397260274,49.8,20
SEC-X23,900.0,37.4,0.31,15.8,0.559,Moderate,15422.9,High,1.24,High,37.45986301369863,49.81,20
SEC-X24,900.0,37.5,0.35,20.1,0.558,Moderate,15422.9,High,1.21,High,37.45027397260274,49.8,20
SEC-X25,900.0,37.6,0.37,22.5,0.503,Moderate,12085.0,Medium,1.19,High,36.92095890410959,49.1,17
SEC-X26,900.0,37.6,0.32,16.8,0.496,Moderate,12085.0,Medium,1.16,High,36.85342465753425,49.01,17
SEC-X27,900.0,37.5,0.27,12.0,0.485,Moderate,12085.0,Medium,1.14,High,36.74780821917808,48.87,17
SEC-X28,900.0,37.3,0.28,12.9,0.471,Moderate,12085.0,Medium,1.11,High,36.61287671232876,48.69,17
SEC-X29,900.0,37.2,0.34,19.0,0.405,Moderate,8782.9,Medium,1.08,Medium,35.97767123287671,47.84,9
SEC-X30,900.0,37.1,0.38,23.7,0.388,Moderate,8782.9,Medium,1.05,Medium,35.81479452054795,47.63,8
SEC-X31,900.0,37.0,0.44,31.8,0.369,Moderate,8782.9,Medium,1.02,Low,35.6313698630137,47.38,5
SEC-X32,900.0,37.0,0.4,26.3,0.505,Moderate,19077.0,High,0.99,Medium,36.939863013698634,49.12,17
SEC-X33,900.0,37.0,0.27,12.0,0.486,Moderate,19077.0,High,0.96,Medium,36.75780821917809,48.88,17
SEC-X34,900.0,37.0,0.27,12.0,0.467,Moderate,19077.0,High,0.93,Medium,36.57520547945205,48.64,17
SEC-X35,900.0,36.9,0.26,11.1,0.446,Moderate,19077.0,High,0.9,Medium,36.37287671232876,48.37,15
SEC-X36,900.0,36.9,0.25,10.3,0.292,Low,10342.7,Medium,0.87,Medium,34.89041095890411,46.4,1
SEC-X37,900.0,36.8,0.29,13.8,0.269,Low,10342.7,Medium,0.84,Medium,34.66958904109589,46.1,1
SEC-X38,900.0,36.7,0.39,25.0,0.245,Low,10342.7,Medium,0.81,Low,34.43808219178082,45.8,0
SEC-X39,900.0,36.7,0.37,22.5,0.234,Low,10342.7,Medium,0.79,Low,34.33260273972603,45.65,0
SEC-X40,900.0,36.7,0.34,19.0,0.285,Low,13588.1,High,0.76,Medium,34.82273972602739,46.31,1
SEC-X41,900.0,36.6,0.4,26.3,0.29,Low,13588.1,High,0.73,Low,34.8713698630137,46.37,1
SEC-X42,900.0,36.5,0.45,33.3,0.295,Low,13588.1,High,0.7,Low,34.91986301369863,46.44,1
SEC-X43,900.0,36.3,0.4,26.3,0.343,Moderate,16384.6,High,0.67,Low,35.381232876712325,47.05,2
SEC-X44,900.0,36.4,0.26,11.1,0.349,Moderate,16384.6,High,0.64,Low,35.43904109589042,47.13,3
SEC-X45,900.0,36.6,0.35,20.1,0.355,Moderate,16384.6,High,0.61,Low,35.496986301369866,47.2,3
SEC-X46,900.0,36.7,0.5,41.1,0.364,Moderate,16384.6,High,0.58,Low,35.58410958904109,47.32,5
SEC-X47,900.0,36.8,0.28,12.9,0.428,Moderate,19237.4,High,0.55,Medium,36.199315068493156,48.14,13
SEC-X48,900.0,36.8,0.26,11.1,0.449,Moderate,19237.4,High,0.52,Medium,36.40123287671233,48.41,15
SEC-X49,900.0,36.9,0.32,16.8,0.469,Moderate,19237.4,High,0.49,Medium,36.594109589041096,48.66,17
SEC-X50,900.0,37.0,0.3,14.8,0.433,Moderate,15735.0,High,0.46,Medium,36.24739726027397,48.2,14
SEC-X51,900.0,37.0,0.28,12.9,0.452,Moderate,15735.0,High,0.44,Medium,36.43095890410959,48.44,15
SEC-X52,900.0,37.5,0.32,16.8,0.47,Moderate,15735.0,High,0.41,High,36.60356164383562,48.68,17
SEC-X53,900.0,37.5,0.38,23.7,0.489,Moderate,15735.0,High,0.38,Medium,36.78616438356164,48.92,17
SEC-X54,900.0,37.5,0.43,30.4,0.55,Moderate,18569.2,High,0.35,Medium,37.37328767123287,49.7,20
SEC-X55,900.0,37.5,0.38,23.7,0.568,Moderate,18569.2,High,0.32,Medium,37.54698630136986,49.93,20
SEC-X56,900.0,37.4,0.38,23.7,0.586,Moderate,18569.2,High,0.3,Medium,37.72013698630137,50.16,22
SEC-X57,900.0,37.4,0.37,22.5,0.604,Moderate,18569.2,High,0.27,Medium,37.893150684931506,50.39,25
SEC-X58,900.0,37.5,0.3,14.8,0.704,High,24135.8,High,0.24,High,38.85602739726027,51.67,34
SEC-X59,900.0,38.1,0.3,14.8,0.711,High,24135.8,High,0.22,High,38.923013698630136,51.76,34
SEC-X60,900.0,38.5,0.41,27.6,0.717,High,24135.8,High,0.19,High,38.98082191780822,51.84,34
SEC-X61,900.0,38.9,0.37,22.5,0.564,Moderate,13553.3,High,0.17,High,37.508630136986305,49.88,20
SEC-X62,900.0,39.1,0.42,29.0,0.57,Moderate,13553.3,High,0.15,High,37.56630136986301,49.95,20
SEC-X63,900.0,38.7,0.37,22.5,0.575,Moderate,13553.3,High,0.14,High,37.61410958904109,50.02,20
SEC-X64,900.0,38.7,0.4,26.3,0.58,Moderate,13553.3,High,0.12,High,37.66164383561644,50.08,20
SEC-X65,900.0,38.5,0.5,41.1,0.4,Moderate,1487.5,Low,0.12,Medium,35.93,47.78,9
SEC-X66,900.0,38.1,0.44,31.8,0.401,Moderate,1487.5,Low,0.11,Medium,35.93945205479452,47.79,9
SEC-X67,900.0,37.8,0.53,46.2,0.398,Moderate,1487.5,Low,0.12,Low,35.91082191780822,47.75,9
SEC-X68,900.0,37.6,0.56,51.5,0.394,Moderate,1487.5,Low,0.13,Low,35.87219178082192,47.7,8
SEC-X69,900.0,37.5,0.54,47.9,0.387,Moderate,1487.5,Low,0.14,Low,35.804794520547944,47.61,8
SEC-X70,900.0,37.5,0.54,47.9,0.429,Moderate,4715.4,Medium,0.16,Low,36.209315068493154,48.15,13
SEC-Y01,900.0,38.8,0.58,55.3,0.228,Low,16.7,Low,1.85,Medium,34.274109589041096,45.58,0
SEC-Y02,900.0,38.9,0.54,47.9,0.232,Low,16.7,Low,1.82,Medium,34.31301369863014,45.63,0
SEC-Y03,900.0,38.8,0.42,29.0,0.236,Low,2.8,Low,1.79,High,34.35164383561644,45.68,0
SEC-Y04,900.0,38.8,0.49,39.5,0.24,Low,2.8,Low,1.76,High,34.39,45.73,0
SEC-Y05,900.0,38.4,0.5,41.1,0.245,Low,2.8,Low,1.73,Medium,34.43808219178082,45.8,0
SEC-Y06,900.0,38.0,0.6,59.2,0.25,Low,2.8,Low,1.71,Low,34.4858904109589,45.86,0
SEC-Y07,900.0,37.9,0.51,42.8,0.265,Low,654.5,Low,1.68,Medium,34.63095890410959,46.05,1
SEC-Y08,900.0,37.9,0.4,26.3,0.271,Low,654.5,Low,1.65,High,34.6886301369863,46.13,1
SEC-Y09,900.0,37.9,0.36,21.3,0.276,Low,654.5,Low,1.62,High,34.736712328767126,46.19,1
SEC-Y10,900.0,38.1,0.28,12.9,0.281,Low,654.5,Low,1.6,High,34.784383561643835,46.26,1
SEC-Y11,900.0,38.3,0.25,10.3,0.527,Moderate,16591.9,High,1.57,High,37.15232876712329,49.4,18
SEC-Y12,900.0,38.4,0.25,10.3,0.532,Moderate,16591.9,High,1.54,High,37.20041095890411,49.47,19
SEC-Y13,900.0,38.5,0.28,12.9,0.536,Moderate,16591.9,High,1.52,High,37.238082191780826,49.52,19
SEC-Y14,900.0,38.7,0.39,25.0,0.479,Moderate,12584.1,Medium,1.49,High,36.69041095890411,48.79,17
SEC-Y15,900.0,38.8,0.5,41.1,0.482,Moderate,12584.1,Medium,1.46,Medium,36.71904109589041,48.83,17
SEC-Y16,900.0,38.7,0.46,34.8,0.483,Moderate,12584.1,Medium,1.44,High,36.72904109589041,48.84,17
SEC-Y17,900.0,38.4,0.34,19.0,0.491,Moderate,12584.1,Medium,1.41,High,36.8054794520548,48.94,17
SEC-Y18,900.0,38.3,0.31,15.8,0.613,Moderate,20063.1,High,1.38,High,37.98041095890411,50.51,25
SEC-Y19,900.0,38.2,0.35,20.1,0.622,Moderate,20063.1,High,1.36,High,38.06630136986301,50.62,27
SEC-Y20,900.0,38.2,0.32,16.8,0.631,Moderate,20063.1,High,1.33,High,38.153150684931504,50.74,27
SEC-Y21,900.0,37.5,0.31,15.8,0.639,Moderate,20063.1,High,1.31,High,38.22986301369863,50.84,28
SEC-Y22,900.0,37.4,0.32,16.8,0.575,Moderate,15422.9,High,1.28,High,37.61410958904109,50.02,20
SEC-Y23,900.0,37.3,0.33,17.9,0.578,Moderate,15422.9,High,1.25,Medium,37.643013698630135,50.06,20
SEC-Y24,900.0,37.4,0.4,26.3,0.578,Moderate,15422.9,High,1.23,Medium,37.643013698630135,50.06,20
SEC-Y25,900.0,37.4,0.39,25.0,0.523,Moderate,12085.0,Medium,1.2,Medium,37.11369863013699,49.35,18
SEC-Y26,900.0,37.5,0.33,17.9,0.514,Moderate,12085.0,Medium,1.18,High,37.026849315068496,49.24,18
SEC-Y27,900.0,37.4,0.31,15.8,0.501,Moderate,12085.0,Medium,1.15,High,36.90164383561644,49.07,17
SEC-Y28,900.0,37.2,0.29,13.8,0.485,Moderate,12085.0,Medium,1.12,High,36.74780821917808,48.87,17
SEC-Y29,900.0,37.2,0.34,19.0,0.417,Moderate,8782.9,Medium,1.09,Medium,36.093972602739726,48.0,12
SEC-Y30,900.0,37.2,0.32,16.8,0.397,Moderate,8782.9,Medium,1.06,Medium,35.90150684931507,47.74,9
SEC-Y31,900.0,37.2,0.39,25.0,0.376,Moderate,8782.9,Medium,1.03,Medium,35.698493150684925,47.47,7
SEC-Y32,900.0,37.1,0.29,13.8,0.51,Moderate,19077.0,High,1.0,Medium,36.9886301369863,49.19,17
SEC-Y33,900.0,37.1,0.32,16.8,0.488,Moderate,19077.0,High,0.97,Medium,36.776849315068496,48.91,17
SEC-Y34,900.0,37.0,0.42,29.0,0.466,Moderate,19077.0,High,0.94,Low,36.565616438356166,48.62,17
SEC-Y35,900.0,37.0,0.39,25.0,0.444,Moderate,19077.0,High,0.91,Medium,36.35315068493151,48.34,15
SEC-Y36,900.0,36.9,0.34,19.0,0.292,Low,10342.7,Medium,0.88,Medium,34.89041095890411,46.4,1
SEC-Y37,900.0,36.9,0.43,30.4,0.268,Low,10342.7,Medium,0.85,Low,34.65986301369863,46.09,1
