longitude,latitude,NDVI,NDBI,BSI,NDWI,LST,vegetation_fraction,heat_stress,vegetation_deficit,bare_soil_score,built_up_score,low_moisture_score,priority_score,priority_class,intervention_type,recommendation,sprayer_rank
85.80074281634366,20.2478917567614,0.24446495,-0.036695506,0.035085518,-0.28568023,36.900266360000046,0.0,0.3265966046887647,1.0,0.422099547534556,0.3138773979409712,0.3982050708978463,58.25021604206946,Moderate,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,34
85.80200045774143,20.246005294664744,0.117583014,0.13612457,0.13950422,-0.17080125,36.58922654000003,0.0,0.1794664510913416,1.0,0.6136652709701672,0.577332563507576,0.2232040953821367,57.59433918618988,Moderate,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,35
85.80092247940048,20.24843074593187,0.2825727,-0.07961785,-0.0103385905,-0.3238955,36.88659428000005,0.0,0.3201293451899777,1.0,0.3387648379513991,0.2484445297999644,0.45642032950822253,56.73400151805219,Moderate,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,36
85.80110214245731,20.24699344147728,0.20066428,0.10759101,0.116028056,-0.26693928,36.44908772000002,0.0,0.11317704122876841,1.0,0.570596086484872,0.533834643890849,0.3696560314470161,55.98915928751479,Moderate,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,37
85.80047332175842,20.248700240517103,0.24010257,-0.039388902,0.028905263,-0.28512397,36.536247230000015,0.0,0.15440582053353463,1.0,0.41076130067441446,0.3097714566317194,0.39735769183302205,52.864885610769676,Moderate,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,38
85.80146146857095,20.24852057746028,0.34333628,0.19697501,0.16259325,-0.3976125,37.51892798000006,1.0,0.6192400970089017,0.0,0.6560242224861181,0.6700958761738705,0.5687171736488266,40.805696745785795,Moderate,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,39
85.80119197398571,20.248610408988693,0.42770883,0.03623189,0.040755466,-0.40880504,37.58728838000002,1.0,0.6515763945028201,0.0,0.43250158921538717,0.4250513982783009,0.5857673373819883,36.143003029918304,Low,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,40
85.80155130009936,20.24852057746028,0.22675192,0.08232011,0.11569362,-0.26414055,37.51892798000006,1.0,0.6192400970089017,0.0,0.5699825328488298,0.49531047877291956,0.3653925841200544,35.733971531929235,Low,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,41
85.80110214245731,20.248610408988693,0.42770883,0.03623189,0.040755466,-0.40880504,37.35828104000001,1.0,0.543249797898126,0.0,0.43250158921538717,0.4250513982783009,0.5857673373819883,32.89320513177748,Low,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,42
85.80146146857095,20.248161251346637,0.27015194,0.16108182,0.14454977,-0.3061441,36.81139784000004,1.0,0.28455941794664386,0.0,0.6229217970269703,0.6153785856076771,0.42937872175047975,28.328182567385436,Low,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,43
85.80083264787207,20.24807141981822,0.49385077,0.060178813,0.067358896,-0.4441215,36.83532398,1.0,0.29587712206950184,0.0,0.4813080311286246,0.4615572297175588,0.6395666917265475,27.107173343455482,Low,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,44
85.80083264787207,20.248700240517103,0.54009557,-0.09227871,-0.041544758,-0.5072765,36.95153665999999,1.0,0.35084882780919013,0.0,0.2815142502856918,0.22914371102520814,0.7357739056894034,24.397354755707195,Low,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,45
85.80047332175842,20.24852057746028,0.26837972,0.14874253,0.13929108,-0.26973918,36.536247230000015,1.0,0.15440582053353463,0.0,0.6132742460147615,0.5965679834764505,0.3739212610943061,23.536180751935028,Low,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,46
85.80200045774143,20.24618495772157,0.3272311,-0.016157303,0.032309957,-0.34432143,36.83190596000003,1.0,0.2942603071948194,0.0,0.41700752531324287,0.34518681405189533,0.487536184434995,23.410152080412132,Low,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,47
85.80155130009936,20.246813778420453,0.43390143,-0.0053286147,0.046890173,-0.43423176,36.50719406000002,1.0,0.14066289409861255,0.0,0.4437562740755812,0.36169458291172185,0.62450114929575,20.73818825616681,Low,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,48
85.80155130009936,20.246723946892043,0.3600186,0.0138373105,0.0550536,-0.39775172,36.50719406000002,1.0,0.14066289409861255,0.0,0.45873283257531045,0.39091203330101093,0.5689292545343922,20.699292189942064,Low,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,49
85.80047332175842,20.248610408988693,0.2833281,-0.0059288805,0.049142085,-0.29971275,36.536247230000015,1.0,0.15440582053353463,0.0,0.44788761399008553,0.36077950909979406,0.4195815201746741,19.154099118602005,Very Low,Mist Sprayer,High heat exposure walking path: Install mist sprayers for pedestrian cooling.,50
